Municipio-poblacion;Fecha casos;Casos;Tasa;riesgo;Variacion diaria de tasa;Tendencia;Fuente de datos:;Link fuente de datos;Mensaje;Nivel;history_available;Alerta;Población;Comunidad
Moneva;30/05/2021;0;0;BAJO;-9,39;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Campo de Belchite<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4564;Aragón
Monflorite;30/05/2021;1;11;BAJO;-5,137;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Huesca Rural<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;8343;Aragón
Monforte De Moyuela;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Herrera de los Navarros<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1153;Aragón
Monreal De Ariza;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Ariza<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1617;Aragón
Monreal Del Campo;30/05/2021;1;21;BAJO;-3,773;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Monreal del Campo<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4733;Aragón
Monroyo;30/05/2021;1;19;BAJO;0,0;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Valderrobres<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;5119;Aragón
Mont De Roda;30/05/2021;2;34;MODERADO;1,244;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Graus<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;5744;Aragón
Montalbán;30/05/2021;8;128;ALTO;10,33;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Utrillas<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;6223;Aragón
Montanuy;30/05/2021;2;45;MODERADO;-41,846;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Castejón de Sos<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4438;Aragón
Monte Julia;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Binéfar<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;12464;Aragón
Miralsot;30/05/2021;4;20;BAJO;-8,885;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Fraga<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;19295;Aragón
Morrano;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Abiego<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1050;Aragón
Morés;30/05/2021;0;0;BAJO;-5,373;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Sabiñán<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1994;Aragón
Noales;30/05/2021;2;45;MODERADO;-41,846;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Castejón de Sos<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4438;Aragón
Nocito;30/05/2021;15;158;ALTO;5,665;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Sabiñánigo<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;9456;Aragón
Noguera;30/05/2021;3;78;MODERADO;-14,967;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Albarracín<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;3818;Aragón
Nogueras;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Herrera de los Navarros<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1153;Aragón
Nogueruelas;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Mora de Rubielos<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;3147;Aragón
Nombrevilla;30/05/2021;0;0;BAJO;-7,776;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Daroca<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4593;Aragón
Nonaspe;30/05/2021;7;169;ALTO;-35,532;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Maella<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4121;Aragón
Novales;30/05/2021;7;136;ALTO;5,569;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Grañén<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;5130;Aragón
Novallas;30/05/2021;6;43;MODERADO;-1,041;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Tarazona<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;13724;Aragón
Novillas;30/05/2021;8;99;MODERADO;-6,673;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Tauste<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;8028;Aragón
Novés;30/05/2021;7;47;MODERADO;-6,831;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Jaca<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;14640;Aragón
Nueno;30/05/2021;1;11;BAJO;-5,137;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Huesca Rural<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;8343;Aragón
Nueros;30/05/2021;1;16;BAJO;1,779;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Calamocha<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;6022;Aragón
Nuez De Ebro;30/05/2021;1;9;BAJO;2,034;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Alfajarín<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;10537;Aragón
Nuévalos;30/05/2021;1;29;BAJO;5,277;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Alhama de Aragón<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;3384;Aragón
Obón;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Muniesa<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1325;Aragón
Odina;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Berbegal<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1701;Aragón
Odón;30/05/2021;1;16;BAJO;1,779;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Calamocha<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;6022;Aragón
Oitura;30/05/2021;17;109;ALTO;-21,308;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Alagón<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;15588;Aragón
Nigüella;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Morata de Jalón<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2361;Aragón
Morán;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Ayerbe<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2421;Aragón
Nerín;30/05/2021;4;84;MODERADO;9,082;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Aínsa<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4719;Aragón
Navasilla;30/05/2021;7;47;MODERADO;-6,831;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Jaca<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;14640;Aragón
Moscardón;30/05/2021;3;78;MODERADO;-14,967;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Albarracín<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;3818;Aragón
Mosqueruela;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Mosqueruela<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;999;Aragón
Movera;30/05/2021;19;89;MODERADO;1,341;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Zaragoza Capital (Santa Isabel)<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;21300;Aragón
Moyuela;30/05/2021;0;0;BAJO;-9,39;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Campo de Belchite<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4564;Aragón
Mozota;30/05/2021;36;143;ALTO;-2,566;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; María de Huerva<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;25050;Aragón
Muel;30/05/2021;36;143;ALTO;-2,566;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; María de Huerva<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;25050;Aragón
La Muela;30/05/2021;10;86;MODERADO;1,543;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Épila<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;11574;Aragón
La Muera;30/05/2021;4;84;MODERADO;9,082;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Aínsa<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4719;Aragón
Muniesa;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Muniesa<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1325;Aragón
Munébrega;30/05/2021;3;55;MODERADO;-7,294;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Calatayud Rural<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;5386;Aragón
Murallas De Santa Fe;30/05/2021;36;143;ALTO;-2,566;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; María de Huerva<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;25050;Aragón
Murero;30/05/2021;0;0;BAJO;-7,776;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Daroca<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4593;Aragón
Murillo De Gállego;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Ayerbe<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2421;Aragón
Nacha;30/05/2021;2;28;BAJO;-3,086;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Tamarite de Litera<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;6943;Aragón
Naval;30/05/2021;5;24;BAJO;3,096;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Barbastro<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;20761;Aragón
Navardún;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Sos del Rey Católico<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;864;Aragón
Navarrete Del Río;30/05/2021;1;16;BAJO;1,779;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Calamocha<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;6022;Aragón
Navarri;30/05/2021;2;34;MODERADO;1,244;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Graus<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;5744;Aragón
Navasa;30/05/2021;7;47;MODERADO;-6,831;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Jaca<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;14640;Aragón
Neril;30/05/2021;2;45;MODERADO;-41,846;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Castejón de Sos<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4438;Aragón
Miraflores;30/05/2021;2;19;BAJO;-27,054;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Caspe<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;10033;Aragón
Mipanas;30/05/2021;5;24;BAJO;3,096;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Barbastro<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;20761;Aragón
Miedes De Aragón;30/05/2021;3;55;MODERADO;-7,294;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Calatayud Rural<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;5386;Aragón
Longás;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Sos del Rey Católico<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;864;Aragón
Loporzano;30/05/2021;1;11;BAJO;-5,137;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Huesca Rural<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;8343;Aragón
Lorbés;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Berdún<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1482;Aragón
Losanglis;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Ayerbe<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2421;Aragón
Loscertales;30/05/2021;1;11;BAJO;-5,137;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Huesca Rural<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;8343;Aragón
Loscorrales;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Ayerbe<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2421;Aragón
Loscos;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Herrera de los Navarros<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1153;Aragón
Los Lucas;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Sarrión<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2452;Aragón
Lucena De Jalón;30/05/2021;10;86;MODERADO;1,543;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Épila<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;11574;Aragón
Luceni;30/05/2021;3;40;MODERADO;-49,284;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Gallur<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;7464;Aragón
Luco De Bordón;30/05/2021;0;0;BAJO;-7,472;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Mas de las Matas<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2868;Aragón
Luco De Jiloca;30/05/2021;1;16;BAJO;1,779;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Calamocha<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;6022;Aragón
Luesia;30/05/2021;20;115;ALTO;-23,897;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Ejea de los Caballeros<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;17336;Aragón
Luesma;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Herrera de los Navarros<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1153;Aragón
Lumpiaque;30/05/2021;10;86;MODERADO;1,543;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Épila<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;11574;Aragón
Luna;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Luna<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1997;Aragón
Lupiñén;30/05/2021;1;11;BAJO;-5,137;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Huesca Rural<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;8343;Aragón
Luzás;30/05/2021;0;0;BAJO;-22,592;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Benabarre<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1897;Aragón
Lárrede;30/05/2021;15;158;ALTO;5,665;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Sabiñánigo<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;9456;Aragón
Longares;30/05/2021;2;24;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Cariñena<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;8045;Aragón
Lécera;30/05/2021;0;0;BAJO;-9,39;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Campo de Belchite<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4564;Aragón
Las Lomas Del Gallego;30/05/2021;7;42;MODERADO;-9,262;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Zuera<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;16581;Aragón
Loarre;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Ayerbe<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2421;Aragón
Lecina;30/05/2021;4;84;MODERADO;9,082;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Aínsa<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4719;Aragón
Leciñena;30/05/2021;6;114;ALTO;0,0;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Villamayor<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;5234;Aragón
Letux;30/05/2021;0;0;BAJO;-9,39;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Campo de Belchite<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4564;Aragón
Libros;30/05/2021;0;0;BAJO;-26,988;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Villel<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1588;Aragón
Lidón;30/05/2021;0;0;BAJO;-23,496;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Alfambra<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1976;Aragón
Lierta;30/05/2021;1;11;BAJO;-5,137;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Huesca Rural<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;8343;Aragón
Liesa;30/05/2021;1;11;BAJO;-5,137;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Huesca Rural<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;8343;Aragón
Ligüerre De Ara;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Broto<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1159;Aragón
Ligüerre De Cinca;30/05/2021;4;84;MODERADO;9,082;Creciente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Aínsa<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4719;Aragón
Linares De Mora;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Mosqueruela<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;999;Aragón
Linás De Broto;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Broto<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;1159;Aragón
Linás De Marcuello;30/05/2021;0;0;BAJO;0,0;Constante;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Ayerbe<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;2421;Aragón
Liri;30/05/2021;2;45;MODERADO;-41,846;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Castejón de Sos<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4438;Aragón
Litago;30/05/2021;6;43;MODERADO;-1,041;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Tarazona<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;13724;Aragón
Litera;30/05/2021;4;18;BAJO;-10,112;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Benabarre, Fraga<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;21192;Aragón
Lituénigo;30/05/2021;6;43;MODERADO;-1,041;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Tarazona<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;13724;Aragón
Llagunas;30/05/2021;2;45;MODERADO;-41,846;Descendente;Transparencia Aragón;https://transparencia.aragon.es/COVID19;"*Casos: Casos por semana en su Zona Básica de Salud; Castejón de Sos<br />Su comunidad no ofrece resultados a nivel de municipio.";Zona básica de Salud.;18;;4438;Aragón
